,job_id,job_title,company,state,district,location_desc,category,role,min_salary,max_salary,type_salary,date
56647,76585813,HR Manager / Senior HR Executive,Youth Score Sdn. Bhd.,07,,penang,16,human-resource-executive,4000.0,6000.0,monthly,2024-06-14
56650,76501934,Sales Executive (With Commission),Milieu Solar Sdn. Bhd.,14,,kuala lumpur,25,sales-executive,4500.0,6500.0,monthly,2024-06-11
56651,76583032,"MEP (Mechanical, Electrical, Plumbing) Technician",Prestige Management Services Consultant Sbn Bhd.,07,,penang,11,plumbing-technician,4000.0,6000.0,monthly,2024-06-14
56652,76478757,Supply Chain Logistic and Fulfillment Specialist,Sci Ecommerce Sdn. Bhd.,14,,kuala lumpur,20,fulfilment-specialist,3500.0,5000.0,monthly,2024-06-10
56657,76494884,Sales Executive,Ensure Machinery Sdn. Bhd.,10,10,klang district,25,sales-executive,3000.0,4500.0,monthly,2024-06-11
56658,76591488,Customer Experience Specialist (Penang),Verdant Solar Sdn. Bhd.,06,0602,seberang perai,05,customer-experience-specialist,3200.0,3800.0,monthly,2024-06-14
56664,76510540,Senior Accountant,Gds Idc Services (Malaysia) Sdn. Bhd.,01,,johor bahru district,00,accountant,9000.0,10000.0,monthly,2024-06-11
56667,76483438,Quality Manager,Baosteel Can Making (Malaysia) Sdn. Bhd.,10,,kuala selangor district,20,quality-manager,6000.0,8500.0,monthly,2024-06-10
56669,76475781,STAFF NURSE (WARD / ICU),Ukm Specialist Centre Sdn. Bhd.,14,,kuala lumpur,14,staff-nurse,2400.0,3600.0,monthly,2024-06-10
56671,76503222,Product Designer,Haraco Sdn. Bhd.,01,,johor bahru district,09,product-designer,4500.0,6500.0,monthly,2024-06-11
56672,76484784,Admin Supervisor (Foreign Worker Administration),Mewah Group,01,,johor bahru district,01,administration-supervisor,2000.0,3000.0,monthly,2024-06-10
56673,76510058,Graphic Designer,Print Acts (M) Sdn. Bhd.,10,10,kajang/bangi/serdang,09,graphic-designer,3500.0,4000.0,monthly,2024-06-11
56674,76480059,Marketing Executive (Fintech Forex),Private Advertiser,14,,kuala lumpur,21,marketing-executive,5000.0,6000.0,monthly,2024-06-10
56676,76581688,Flutter App Developer,Byond Tech Global Berhad,14,,kuala lumpur,17,applications-developer,3000.0,4500.0,monthly,2024-06-14
56677,76371200,Accounting Supervisor,Xinda Development Sdn. Bhd.,11,1104,kemaman,00,accounting-supervisor,6000.0,8000.0,monthly,2024-06-10
56681,76555906,Warehouse Executive,Horizon Construction Development,10,10,klang district,20,warehouse-executive,4000.0,6000.0,monthly,2024-06-13
56682,76576165,Officer - Warehouse/Store,Recron (Malaysia) Sdn. Bhd.,05,0506,seremban district,20,warehouse-storeperson,2500.0,3000.0,monthly,2024-06-14
56684,76480887,HR Payroll (ä¸­æäººåï¼,Best Global Logistics Technology (Malaysia) Sdn. Bhd.,10,10,shah alam/subang,00,payroll,4000.0,5500.0,monthly,2024-06-10
56686,76483454,Nutritionist cum Customer Service,Healthy Way (M) Sdn. Bhd.,14,14,bukit jalil,05,customer-service-role,4000.0,6000.0,monthly,2024-06-10
56688,76501503,WordPress Web Developer - Remote,Living Online,14,,kuala lumpur,17,web-developer,6000.0,10000.0,monthly,2024-06-11
56693,76475217,After-Sales Technician,Xtreme Machines Sdn. Bhd.,10,,selangor,11,sales-technician,3500.0,4500.0,monthly,2024-06-10
56694,76505281,Avionics Technician (Cabin),Singapore Aero Support Services Pte Ltd,14,14,bandar malaysia,11,avionics-technician,9012.0,11265.0,monthly,2024-06-11
56699,76597039,Personal Banker (June & July Intake I Nationwide I Fresh Grad) - P14,Agensi Pekerjaan Achieve Career Consultant (M) Sdn Bhd (Jtksm 579),08,,perak,03,personal-banker,3000.0,4500.0,monthly,2024-06-15
56700,76576813,Account Executive,Rock Maestro Sdn. Bhd.,12,1207,kota kinabalu district,00,account-executive,2500.0,3500.0,monthly,2024-06-14
56703,76577655,QA / QC Engineer,Integer Engineering Sdn. Bhd.,01,,johor bahru district,20,Quality-Assurance-and-Control-Engineer,3500.0,5000.0,monthly,2024-06-14
56704,76581934,Application Support(Linux & Oracle),Terrabit Consulting Sdn. Bhd.,10,10,sepang,17,application-support,5000.0,7500.0,monthly,2024-06-14
56705,76500974,"Accounting - GL (1 year contract, renewable basis)",Startek Malaysia,10,1007,petaling,00,accounting,3800.0,4500.0,monthly,2024-06-11
56706,76590539,Software Support Specialist,It Simple System Solutions Sdn. Bhd.,10,1007,petaling,17,software-support-specialist,2600.0,3800.0,monthly,2024-06-14
56709,76563971,HR EXECUTIVE,Man Truck & Bus (M) Sdn. Bhd.,10,10,shah alam/subang,16,human-resource-executive,4000.0,5000.0,monthly,2024-06-13
56712,76482740,"Retail Associate (KLCC, KLIA, Pavillion KL, TRX)",Seekselect Prehire,14,,kuala lumpur,24,retail-sales-associate,2000.0,2500.0,monthly,2024-06-10
56715,76473528,Process Engineer,Winway Interconnect Technology (M) Sdn. Bhd.,07,,penang island,11,process-engineer,3500.0,4500.0,monthly,2024-06-10
56716,76479270,ASSISTANT MANAGER (PROPERTY SALES),Kumpulan Lebar Daun,10,10,shah alam/subang,23,assistant-manager,4500.0,6750.0,monthly,2024-06-10
56717,76589864,Software Engineer - Backend,Netmedias Leashares Sdn. Bhd.,10,1007,petaling,17,software-engineer,4500.0,6500.0,monthly,2024-06-14
56718,76472555,SCM Senior Specialist,Alphaess Malaysia Sdn. Bhd.,02,0206,kulim district,20,specialist,5500.0,8000.0,monthly,2024-06-10
56719,76591592,Banking Sales Executive (Urgent Hiring I Basic up to 4k I Fresh Grad welcome) P7,Agensi Pekerjaan Achieve Career Consultant (M) Sdn Bhd (Jtksm 579),01,,johor,03,sales-executive,3300.0,4500.0,monthly,2024-06-14
56720,76472041,Maintenance Technician,Imika Empire Sdn. Bhd.,08,0807,kinta district,20,maintenance-technician,2500.0,3500.0,monthly,2024-06-09
56721,76569553,SAFETY AND HEALTH ENGINEER / EXECUTIVE,Gloteq Resources Sdn. Bhd.,10,10,shah alam/subang,11,Executive,2300.0,2600.0,monthly,2024-06-13
56722,76584354,Assistant Project Manager,Prestige Management Services Consultant Sbn Bhd.,07,,penang,07,assistant-project-manager,4500.0,6000.0,monthly,2024-06-14
56725,76587635,Quantity Survey,Cscecpe Sdn. Bhd.,14,,kuala lumpur,07,quantity-surveyor,5000.0,7000.0,monthly,2024-06-14
56726,76589515,PATENT SECRETARY,Kass International Sdn. Bhd.,14,,kuala lumpur,19,Patent-Secretary,1800.0,2200.0,monthly,2024-06-14
56730,76575971,Sales & Business Development Executive,Lotus Supplies Sdn. Bhd.,10,10,shah alam/subang,25,business-development-executive,2300.0,3000.0,monthly,2024-06-14
56731,76474717,Software Engineer,Brunsfield Computer Systems Sdn. Bhd.,14,14,taman tun dr ismail,17,software-engineer,2600.0,3900.0,monthly,2024-06-10
56732,76554581,Audit Internship,Reanda Llkg International,14,,kuala lumpur,00,audit,999.0,1000.0,monthly,2024-06-13
56733,76482470,Product Manager,Eurodrug Laboratories (M) Sdn. Bhd.,10,1007,petaling,21,product-manager,5000.0,7000.0,monthly,2024-06-10
56735,76495128,QUANTITY SURVEYOR,Muaffaq Holdings Sdn. Bhd.,14,1402,cheras,07,quantity-surveyor,2000.0,3000.0,monthly,2024-06-11
56737,76474660,Personal Assistant to Director - Based in Kulim,Xsd International Paper,07,,penang,01,personal-assistant-to-director,2700.0,4050.0,monthly,2024-06-10
56738,76274684,èµæ·±å®¢æ·æå¡ä»£è¡¨,Infinity Tech Solutions,10,10,shah alam/subang,05,,4000.0,6000.0,monthly,2024-06-14
56739,76481912,Operation Runner,Abang Usedcar Sdn. Bhd.,14,,kuala lumpur,20,runner,2500.0,3200.0,monthly,2024-06-10
56741,76563723,Business Development Executive,Ever Delicious Food Industries Sdn. Bhd.,04,,melaka tengah,01,business-development-executive,2500.0,3500.0,monthly,2024-06-13
56742,76472764,Early childhood Principal,Busy Bees Malaysia Sdn. Bhd.,14,,kuala lumpur,10,principal,3500.0,4500.0,monthly,2024-06-10
56743,76577494,M&E Coordinator/Supervisor,Taghill Projects Sdn. Bhd.,14,,kuala lumpur,07,monitoring-and-evaluation-coordinator,4500.0,5500.0,monthly,2024-06-14
56744,76589842,Pharmacist,Big Pharmacy Healthcare Sdn.  Bhd.,01,,johor,14,pharmacist,7000.0,9000.0,monthly,2024-06-14
56745,76485744,"Project Executive (Junior/Senior - Immediate Starter) - WFH, Heavy Travelling",Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,14,,kuala lumpur,07,project-executive,5000.0,7500.0,monthly,2024-06-10
56747,76474783,Engineer- Machinist,Yokowo Electronics (M) Sdn. Bhd.,02,0206,kulim district,11,machinist,2600.0,3500.0,monthly,2024-06-10
56750,76581729,"Junior Executive, Corporate Sales (Johor Bahru)",Canon Marketing (Malaysia) Sdn. Bhd.,01,,johor bahru district,25,Executive,3000.0,4300.0,monthly,2024-06-14
56752,76495378,BEAUTY CONSULTANT CUM BEAUTICIAN,Premier Clinic,10,1007,petaling,14,beauty-consultant,3800.0,5700.0,monthly,2024-06-11
56753,76483851,Senior Account Executive,Timur Enak F&B Sdn. Bhd.,14,14,bangsar,00,account-executive,3800.0,5000.0,monthly,2024-06-10
56754,76476099,Sales Executive,Media Prima Omnia Sdn. Bhd.,14,14,bangsar,25,sales-executive,3000.0,4000.0,monthly,2024-06-10
56755,76528142,(Internship) Software Developer,Science Valley Retes Sdn. Bhd.,10,1007,petaling,17,software-developer,800.0,1000.0,monthly,2024-06-12
56756,76562020,Project Engineer,Envision Solutions Automation & Control Sdn. Bhd.,10,10,shah alam/subang,11,project-engineer,3500.0,4000.0,monthly,2024-06-13
56761,76483966,Automotive Technician (GPS Installer),Intranet Sdn. Bhd.,01,,johor,11,automotive-technician,2500.0,3200.0,monthly,2024-06-10
56762,76589538,Customer Service Specialist- Mandarin Speaking,Teleperformance Malaysia Sdn. Bhd.,06,0602,seberang perai,05,customer-service-specialist,2800.0,3300.0,monthly,2024-06-14
56766,76568086,Admin Clerk,Relimix Sdn. Bhd.,10,10,klang/port klang,01,administration-clerk,1800.0,2700.0,monthly,2024-06-13
56767,76594160,Marketing/Admin Staff,Anchorage Learning Centre Sdn. Bhd.,12,1207,kota kinabalu district,21,Marketing-Administration-Staff,2000.0,3000.0,monthly,2024-06-14
56769,76590427,Application Engineer/Senior Application Engineer,Pba Systems (Pg) Sdn. Bhd.,07,,penang island,11,applications-engineer,3700.0,5500.0,monthly,2024-06-14
56771,76565523,Store Manager Trainee (Future Store Manager) Alor Setar/Aman Central,Hla Garment (Malaysia) Sdn. Bhd.,02,0203,kota setar,24,store-manager,3800.0,4300.0,monthly,2024-06-13
56776,76504470,Retail Sales Consultant,Artificial Intelligence Home Sdn. Bhd.,14,,kuala lumpur,24,retail-sales-associate,,2000.0,monthly,2024-06-11
56779,76501215,Dispatch / General Worker,Smart Print Marketing,07,,penang island,20,general-worker,1700.0,2500.0,monthly,2024-06-11
56784,76571639,Database Administrator,Snsoft Sdn. Bhd.,14,14,bangsar south,17,database-administrator,6000.0,9000.0,monthly,2024-06-13
56787,76482632,Medical Sales Executive (Kuala Lumpur),Averlife Asia Sdn. Bhd.,14,,kuala lumpur,14,Medical-Sales-Executive,4800.0,7000.0,monthly,2024-06-10
56788,76592318,Sales Representative,Skinlabs Medical Sdn. Bhd.,01,,johor,25,sales-representative,4000.0,5000.0,monthly,2024-06-14
56789,76579499,Engineer / Senior Engineer (Civil & Architecture) (JB/KL),Giant Leap Construction Sdn. Bhd.,01,,johor bahru district,11,civil-engineer,5000.0,7000.0,monthly,2024-06-14
56790,76563721,Product Specialist (Experience in F&B/FMCG/Retail industry),Lee'S Frozen Food Sdn. Bhd.,14,,kuala lumpur,25,product-specialist,3200.0,4500.0,monthly,2024-06-13
56791,76474014,Sales Coordinator Supervisor (éå®åè°ä¸»ç®¡) 5 working days,Vic Engineering Sdn. Bhd.,10,10,kajang/bangi/serdang,25,sales-coordinator,3000.0,4500.0,monthly,2024-06-10
56792,76554571,Account Cum Admin Executive,Plasmax Solutions Sdn. Bhd.,10,10,shah alam/subang,00,Accounts-and-Administration-Executive,2500.0,3500.0,monthly,2024-06-13
56797,76484050,Senior legal Secretary to Managing Partner Cum Administrator,Private Advertiser,10,1007,petaling,19,managing-partner,4800.0,5000.0,monthly,2024-06-10
56798,76527799,Sales Executive (Johor Branch),Prudential Ampri Cleanroom Services Sdn. Bhd.,01,,johor bahru district,25,sales-executive,3500.0,4500.0,monthly,2024-06-14
56799,76481455,Sales Coordinator,Hitch On Sdn. Bhd.,10,1007,petaling,25,sales-coordinator,3000.0,3300.0,monthly,2024-06-10
56800,76487582,Principal Planning Business Analyst,Boston Scientific Medical Device (Malaysia) Sdn. Bhd.,06,0602,seberang perai,20,business-analyst,10000.0,15000.0,monthly,2024-06-10
56802,76588656,Sales Executive/ Senior Sales Executive,Rising Net Sdn. Bhd.,10,1007,petaling,25,sales-executive,3500.0,5000.0,monthly,2024-06-14
56803,76474341,Event Marketing Manager,Ideoimage Sdn. Bhd.,10,1007,petaling,21,Events-Marketing-Manager,5500.0,8000.0,monthly,2024-06-10
56805,76478971,Service Sales Engineer,Bry-Air (Malaysia) Sdn. Bhd.,10,1002,hulu langat,25,sales-engineer,3000.0,4500.0,monthly,2024-06-10
56806,76580239,Mathematics Teacher,Tenby Schools Setia Eco Park,10,1007,petaling,10,mathematics-teacher,3333.0,5000.0,monthly,2024-06-14
56808,76475198,Indoor Sales Coordinator,Autocount Dotcom Berhad,10,1007,petaling,25,Indoor-Sales-Coordinator,2800.0,3500.0,monthly,2024-06-10
56809,76478448,Leasing Manager,Pearl Discovery Development Sdn. Bhd.,01,,johor bahru district,23,leasing-manager,7500.0,10000.0,monthly,2024-06-10
56812,76481954,HR Specialist,Private Advertiser,11,,kuala terengganu district,16,human-resources-specialist,3000.0,4500.0,monthly,2024-06-10
56813,76479362,ICT Field Application Engineer,Test Research Innovation Malaysia Sdn. Bhd.,07,,penang island,11,field-application-engineer,8000.0,10000.0,monthly,2024-06-10
56814,76555414,Sales Admin Executive,Mxm Surfaces Sdn. Bhd.,01,0105,kulai district,01,Sales-Administration-Executive,3500.0,5000.0,monthly,2024-06-13
56815,76578325,Customer Service Manager,Agensi Pekerjaan Randstad Sdn Bhd - Professional,01,,johor,05,customer-services-manager,40554.0,54072.0,monthly,2024-06-14
56819,76588112,Accountant,Cscecpe Sdn. Bhd.,14,,kuala lumpur,00,accountant,4700.0,7000.0,monthly,2024-06-14
56820,76508917,AUDIT SENIOR,A Razak & Co,14,,kuala lumpur,00,audit,3500.0,5000.0,monthly,2024-06-11
56822,76509017,Configuration Specialist (Software implementation/Configuration),Ul International-Singapore Pte Ltd,10,1007,petaling,17,configuration-specialist,5500.0,7500.0,monthly,2024-06-11
56823,76475532,Corporate Sales Executive,Hon Chuan Malaysia Sdn. Bhd.,05,0506,seremban district,25,corporate-sales-executive,3500.0,5250.0,monthly,2024-06-10
56824,76477389,Sales Executive,Tak Products & Services Sdn. Bhd.,10,1007,petaling,25,sales-executive,4000.0,5500.0,monthly,2024-06-10
56826,76475963,Social Media Specialist,Virgin Media Sdn..Bhd.,07,,penang,02,social-media-specialist,2800.0,4000.0,monthly,2024-06-10
56827,76486130,Assistant Planning Manager -  MNC in Kulim,Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,02,0206,kulim district,20,planning-manager,8000.0,10000.0,monthly,2024-06-10
56828,76577484,Economics Teacher,Tenby Schools Setia Eco Park,10,1007,petaling,10,economics-teacher,3333.0,5000.0,monthly,2024-06-14
56829,76511596,Audit Semi - Senior,Tam & Associates Plt,14,14,bukit jalil,00,audit,4100.0,4500.0,monthly,2024-06-11
56832,76472850,Retail Assistant - Full Time ($2100 -$2800),Pet Lovers Centre Pte Ltd,01,,johor,24,retail-sales-assistant,9462.6,12616.800000000001,monthly,2024-06-10
56833,76495664,quantity surveyor,Tuah Bersatu Jaya Sdn. Bhd.,12,1207,kota kinabalu district,07,quantity-surveyor,7000.0,10000.0,monthly,2024-06-11
56835,76582713,EHS Officer (5 days / Semicon Mfg / Johor Bahru),Agensi Pekerjaan Gmrecruitment Sdn. Bhd.,01,,johor bahru district,11,health-safety-and-environment-officer,4500.0,6500.0,monthly,2024-06-14
56836,76579252,Sales Executive (Kota Damansara),Idemitsu Lube (M) Sdn. Bhd.,10,1007,petaling,25,sales-executive,3500.0,4500.0,monthly,2024-06-14
56839,76481124,SEO Specialist,Inspiren Network Sdn. Bhd.,07,,penang island,21,search-engine-optimisation-specialist,4500.0,5500.0,monthly,2024-06-10
56840,76566629,Clinic Customer Service Coordinator,Doux Visage Sdn. Bhd.,14,,kuala lumpur,01,customer-service-coordinator,3000.0,3500.0,monthly,2024-06-13
56841,76511682,Head of Sales (IT Security and Networking),Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,10,1007,petaling,25,head-of-sales,8000.0,12000.0,monthly,2024-06-11
56842,76572921,Special Needs Teacher Assistant,Qi Services (M) Sdn. Bhd.,10,1007,petaling,10,special-educational-needs-teacher,2300.0,2800.0,monthly,2024-06-13
56844,76590201,Marketing Manager (Vestech Energy),Solarvest Holdings Bhd..,10,1007,petaling,21,marketing-manager,7500.0,9000.0,monthly,2024-06-14
56848,76564446,Admin Cum Educator,Soul Garden Counselling,01,,johor bahru district,01,educator,2200.0,3000.0,monthly,2024-06-13
56849,76483562,Optometrist / Optician éªåå¸ãééå¸,Eyez Optometry Holdings Sdn. Bhd.,14,,kuala lumpur,14,optometrist,4000.0,6000.0,monthly,2024-06-10
56851,76588339,Research Executive (Fresh Graduates are encouraged to apply),Versatile Creation Sdn Bhd (Recruitment Firm),07,,penang island,16,research-executive,2500.0,3750.0,monthly,2024-06-14
56852,76474692,Sales Executive,Citc Compound  Sdn. Bhd.,10,10,shah alam/subang,25,sales-executive,3500.0,5000.0,monthly,2024-06-10
56853,76569807,Business Analyst,Cj Century Logistics Sdn. Bhd.,10,,selangor,17,business-analyst,2500.0,3700.0,monthly,2024-06-13
56856,76570818,Office Administrator,"Sinopec Lubricant Pte Ltd, Mro",14,,kuala lumpur,01,office-administrator,2500.0,3500.0,monthly,2024-06-13
56859,76558092,Sales Support Engineer (Local and Thai Speaking),Mtsc Technology Sdn. Bhd.,10,,selangor,17,sales-support-engineer,4000.0,6000.0,monthly,2024-06-13
56860,76558899,Assistant Outlet Manager,1 Group (Melaka) Sdn. Bhd.,04,,melaka,15,outlet-manager,3200.0,3400.0,monthly,2024-06-13
56861,76478939,Senior Procurement Executive,Smartlink Engineering (Penang) Sdn. Bhd.,07,,penang island,20,procurement-executive,4000.0,6000.0,monthly,2024-06-10
56863,76590712,Inventory/ Admin Executive (Precast Mfg / Senai),Agensi Pekerjaan Gmrecruitment Sdn. Bhd.,01,0105,kulai district,20,administrative-executive,3000.0,4000.0,monthly,2024-06-14
56865,76482101,SALES EXECUTIVES,Rezo Group Sdn. Bhd.,10,10,gombak district,25,sales-executive,3000.0,4500.0,monthly,2024-06-10
56867,76562046,TECHNICAL EXECUTIVE,T.A.G. Marine Sdn. Bhd.,04,0401,alor gajah district,11,technical-executive,2800.0,4000.0,monthly,2024-06-13
56868,76514458,Mechanical Designer,Cad Work Engineering Sdn. Bhd.,06,0602,seberang perai,11,mechanical-designer,4000.0,6000.0,monthly,2024-06-11
56869,76567891,Procurement Executive,Axo Technology Sdn. Bhd.,10,1007,petaling,20,procurement-executive,2500.0,3500.0,monthly,2024-06-13
56870,76473020,Python Software Engineer,Private Advertiser,14,,kuala lumpur,17,software-engineer,6000.0,9000.0,monthly,2024-06-10
56871,76505679,Equipment Technician Engineering,Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,06,0602,seberang perai,11,equipment-technician,4000.0,6000.0,monthly,2024-06-11
56873,76483154,Corporate Planning Manager,Fujifilm Business Innovation Asia Pacific Pte Ltd (Malaysia Operations),10,1007,petaling,00,Corporate-Planning-Manager,10000.0,12000.0,monthly,2024-06-10
56874,76589709,PLANNER,Cgh Industry Sdn. Bhd.,01,,johor bahru district,20,planner,1800.0,2500.0,monthly,2024-06-14
56876,76481474,"Retail Associate (KLIA 1, KLIA2, KLCC, Pavilion, TRX)",Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,14,,kuala lumpur,24,retail-sales-associate,2000.0,2500.0,monthly,2024-06-10
56877,76563693,PURCHASER,Tn Engineering Sdn. Bhd.,01,,johor bahru district,20,purchaser,2800.0,4200.0,monthly,2024-06-13
56878,76568569,JUNIOR LEGAL EXECUTIVE,Wzr Property Sdn. Bhd.,10,1007,petaling,19,legal-executive,2500.0,3000.0,monthly,2024-06-13
56879,76581947,JUNIOR PHOTOGRAPHER,Ys Photo Studio & Color Processing Sdn. Bhd.,10,1007,petaling,02,photographer,2100.0,2800.0,monthly,2024-06-14
56880,76475197,Sales Executive,Virtual Outlook Sdn. Bhd.,14,,kuala lumpur,25,sales-executive,3000.0,4500.0,monthly,2024-06-10
56881,76558326,Account Service Intern,Cheil Malaysia Sdn. Bhd.,14,14,kl eco city,02,accounts-role,800.0,1000.0,monthly,2024-06-13
56887,76568212,PA & Admin,Pluperfect Technology Sdn. Bhd.,10,1007,petaling,01,administration,3000.0,4500.0,monthly,2024-06-13
56888,76567651,Customer Service Executive ï¼Medical Equipmentï¼,Agensi Pekerjaan Talentvis Malaysia Sdn. Bhd.,10,1007,petaling,01,customer-service-executive,2500.0,3500.0,monthly,2024-06-13
56889,76583593,Sales and Business Development Executive,Trois International Sdn. Bhd.,10,1007,petaling,25,business-development-executive,3500.0,5000.0,monthly,2024-06-14
56890,76569541,QC Executive - Manufacturing åè´¨ä¸å,Vital Healthcare Sdn. Bhd.,10,10,klang/port klang,20,Manufacturing-Executive,3000.0,4200.0,monthly,2024-06-13
56891,76473232,Graphic Designer,Ottica Group Sdn. Bhd.,14,14,shamelin perkasa,09,graphic-designer,2500.0,3750.0,monthly,2024-06-10
56893,76566527,Marketing Executive,Pwm (Pet World International Sdn Bhd),10,10,shah alam/subang,21,marketing-executive,4000.0,4500.0,monthly,2024-06-13
56894,76480482,Digital Marketing Sales Executive,Inspiren Network Sdn. Bhd.,14,,kuala lumpur,25,sales-and-marketing-executive,3600.0,5000.0,monthly,2024-06-10
56896,76485045,"Full Stack Web Developer (Mandarin, PHP, Laravel, VueJS)",Maxloop Enterprise,14,,kuala lumpur,17,full-stack-web-developer,8000.0,12000.0,monthly,2024-06-10
56897,76480575,Online Marketing (5 Days/ WFH),Jointhire Singapore Pte. Ltd.,14,,kuala lumpur,21,marketing,4000.0,6000.0,monthly,2024-06-10
56898,76572999,Internship for Finance Banking,Jh Wealth Advisory,10,10,kajang/bangi/serdang,03,finance,700.0,1000.0,monthly,2024-06-13
56903,76479548,PA To the Director è£äºä¸ªäººå©ç,Hosailey Technology Sdn. Bhd.,12,,sabah,01,personal-assistant-to-director,20000.0,30000.0,monthly,2024-06-10
56905,76558601,Environmental Officer,Taghill Projects Sdn. Bhd.,14,,kuala lumpur,07,environmental-officer,4500.0,5500.0,monthly,2024-06-13
56906,76501776,Tax Manager,Guan Chong Cocoa Manufacturer Sdn. Bhd.,01,,johor bahru district,00,taxation-manager,10000.0,12000.0,monthly,2024-06-11
56908,76482008,Real Estate Agent (Negotiator) KK,Iqi Cs Group,12,1207,kota kinabalu district,23,real-estate-agent,7000.0,10000.0,monthly,2024-06-10
56909,76485392,Audit Senior Assistant,"Norazila, Indra & Associates",14,,kuala lumpur,00,audit-assistant,3000.0,4000.0,monthly,2024-06-10
56910,76475807,Car Accessories Automotive Technician (JB),Dm Dasher Sdn. Bhd.,01,,johor bahru district,29,automotive-technician,2300.0,3450.0,monthly,2024-06-10
56912,76567982,Accounts Executive,Sc Engineering Packing & Machinery Moving Solutions Sdn.. Bhd.,01,0107,muar district,00,accounts-executive,3000.0,4000.0,monthly,2024-06-13
56913,76481122,Kitchen Manager,Hot Bird Sdn. Bhd.,10,1007,petaling,15,kitchen-manager,3500.0,4000.0,monthly,2024-06-10
56916,76583569,Junior Key Account Engineer (to Petronas),Ksm Group,10,1007,petaling,25,accounts-role,3500.0,5000.0,monthly,2024-06-14
56919,76585594,Construction Project Site Supervisor,Sri Kim Construction Sdn. Bhd.,10,,selangor,07,site-supervisor,3000.0,4500.0,monthly,2024-06-14
56921,76580856,Web Developer,Byond Tech Global Berhad,14,1402,cheras,17,web-developer,3000.0,4500.0,monthly,2024-06-14
56922,76581464,Forwarding Manager,Cj Century Logistics Sdn. Bhd.,10,10,klang district,20,manager,7000.0,10000.0,monthly,2024-06-14
56923,76516577,Senior UI/UX Designer,Cyneox Sdn. Bhd.,14,1402,cheras,09,ux--ui-designer,6000.0,9000.0,monthly,2024-06-11
56924,76572913,Personal Assistant CUM Admin,Drivancor Plt,14,14,kuala lumpur city centre,01,personal-assistant,3000.0,3500.0,monthly,2024-06-13
56927,76565919,Field Application Engineer â Automation,T.E.M. Engineering Group Sdn. Bhd.,10,1007,petaling,11,field-application-engineer,4500.0,6500.0,monthly,2024-06-13
56929,76571193,SAP Support & Commercial,Novaair Industrial Gases Sdn. Bhd.,10,1007,petaling,17,,5000.0,7000.0,monthly,2024-06-13
56930,76479889,Digital Marketing Sales Executive,Inspiren Network Sdn. Bhd.,07,,penang island,25,sales-and-marketing-executive,3000.0,4500.0,monthly,2024-06-10
56933,76482104,Real Estate Agent (Negotiator) (JH),Iqi Cs Group,01,,johor bahru district,23,real-estate-agent,7000.0,10000.0,monthly,2024-06-10
56935,76577566,SUPERVISOR (CIVIL & STRUCTURE),Beaks Construction Sdn. Bhd.,08,0807,kinta district,07,civil-supervisor,4000.0,6000.0,monthly,2024-06-14
56936,76501915,Sales & General Manager (ASEAN) - Based in Penang,Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,07,,penang island,25,general-manager-sales,12000.0,16000.0,monthly,2024-06-11
56937,76584898,Medical Lab Technologist / Customer Service,Wellness Laboratories Centre Sdn. Bhd.,08,0807,kinta district,26,Medical-Laboratory-Technologist,1800.0,2700.0,monthly,2024-06-14
56938,76594204,Web Developer,Dynamic Click Sdn. Bhd.,10,1007,petaling,17,web-developer,5000.0,7500.0,monthly,2024-06-14
56939,76473531,Promoter and Events Coordinator,Agensi Pekerjaan Es2000 Sdn. Bhd.,14,,kuala lumpur,21,events-coordinator,3100.0,4600.0,monthly,2024-06-10
56940,76563852,Human Resource & Admin Executive,Hanson Global Freight Sdn. Bhd.,10,10,klang district,16,administrative-executive,4000.0,6000.0,monthly,2024-06-13
56943,76590775,Project Sales Assistant Manager (Based in Petaling Jaya),Feruni Ceramiche Sdn. Bhd.,10,1007,petaling,25,project-sales-manager,6000.0,7000.0,monthly,2024-06-14
56944,76482256,Resident Architect,Kl Wong Architect Sdn. Bhd.,07,,penang island,09,resident-architect,8000.0,12000.0,monthly,2024-06-10
56946,76474616,Property Sales Executive (Kuala Lumpur),Temokin Development Sdn. Bhd.,14,,kuala lumpur,23,Property-Sales-Executive,3800.0,4000.0,monthly,2024-06-10
56947,76567996,Supply Chain Assistant Manager,Blincon (M) Sdn. Bhd.,10,1007,petaling,20,supply-chain-manager,4300.0,4800.0,monthly,2024-06-13
56948,76482017,Apps Developer - Android Automation Testing,Mha Consultancy Services Sdn. Bhd.,14,,kuala lumpur,17,automation-tester,4000.0,6000.0,monthly,2024-06-10
56949,76576508,Facility and Maintenance Manager,Gb Global (Malaysia) Sdn. Bhd.,01,0103,kluang district,11,maintenance-manager,6000.0,9000.0,monthly,2024-06-14
56953,76569979,Area Network Manager - Perak,J&T Express (Malaysia) Sdn. Bhd.,08,,perak,20,network-manager,3500.0,5000.0,monthly,2024-06-13
